"DR_Number","Date_Reported","Date_Occurred","Time_Occurred","Area_ID","Area_Name","Reporting_District_Num","Priority_Code","Crime_Code","Crime_Code_Description","MO_Codes","Victim_Age","Victim_Sex","Victim_Descent","Premise_Code","Premise_Description","Weapon_Used_Code","Weapon_Description","Status_Code","Status_Description","Crime_Address","Cross_Street","latitude","longitude"
200319379,"2020-10-24","2020-10-19",1200,3,"Southwest",393,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1275 1822",46,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","4200    CREED                        AV","N/A",34.0085,-118.327
201223139,"2020-10-21","2020-10-21",2040,12,"77th Street",1235,2,624,"BATTERY - SIMPLE ASSAULT","448",36,"M","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1400 W  59TH                         PL","N/A",33.9867,-118.302
201222745,"2020-10-17","2020-10-17",1130,12,"77th Street",1245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0445 0334 0356 0340 2004 1822",51,"M","H",101,"STREET","308","STICK","AA","Adult Arrest","7100    KANSAS                       AV","N/A",33.9746,-118.294
211806860,"2021-02-26","2021-02-26",1205,18,"Southeast",1829,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 1266 2001 1300 1309 1312",31,"M","H",108,"PARKING LOT","307","VEHICLE","IC","Invest Cont","9900 S  ALAMEDA                      ST","N/A",33.9466,-118.229
200617185,"2020-10-25","2020-10-21",1830,6,"Hollywood",666,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1822",45,"F","W",101,"STREET","N/A","N/A","IC","Invest Cont","GOWER","FOUNTAIN",34.0944,-118.322
200915147,"2020-09-26","2020-09-26",700,9,"Van Nuys",926,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0444 2000",37,"M","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","14200    KITTRIDGE                    ST","N/A",34.1907,-118.442
200414259,"2020-10-24","2020-10-24",900,4,"Hollenbeck",478,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",36,"F","H",104,"DRIVEWAY","N/A","N/A","IC","Invest Cont","900 S  GRANDE VISTA                 AV","N/A",34.0279,-118.205
201516144,"2020-10-10","2020-10-10",1200,15,"N Hollywood",1548,1,310,"BURGLARY","1609 1309 1402 0344 2004",77,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","AA","Adult Arrest","5200    SATSUMA                      AV","N/A",34.1649,-118.368
201819607,"2020-10-27","2020-10-18",1930,18,"Southeast",1824,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 1300 1100 0329 0450 1310 0302 0432",43,"M","H",101,"STREET","102","HAND GUN","IC","Invest Cont","CENTRAL                      AV","93RD                         ST",33.9518,-118.255
211307161,"2021-03-12","2021-03-12",1830,13,"Newton",1361,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0302 0312",42,"M","H",101,"STREET","102","HAND GUN","IC","Invest Cont","50TH                         ST","BROADWAY                     ST",33.9974,-118.278
201612250,"2020-08-24","2020-08-23",2130,16,"Foothill",1653,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1813 2000 0913 0416",68,"M","H",104,"DRIVEWAY","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","12800    KAMLOOPS                     ST","N/A",34.2554,-118.411
211804865,"2021-01-18","2021-01-18",500,18,"Southeast",1821,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0430 2002 0329 0913 1402 1419 1407 0602 0561 1100",55,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","109","SEMI-AUTOMATIC PISTOL","AA","Adult Arrest","800 W  COLDEN                       AV","N/A",33.9491,-118.292
200319741,"2020-11-01","2020-10-28",1900,3,"Southwest",308,1,310,"BURGLARY","1601 1822 0344",29,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","800 W  21ST                         ST","N/A",34.0349,-118.28
200616898,"2020-10-19","2020-10-19",30,6,"Hollywood",628,1,330,"BURGLARY FROM VEHICLE","0358 0344 1300 1602 1822",57,"M","H",101,"STREET","218","OTHER CUTTING INSTRUMENT","IC","Invest Cont","2000    VISTA DEL MAR                AV","N/A",34.1071,-118.324
200815944,"2020-10-30","2020-10-30",1240,8,"West LA",808,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0432 0421 2038",25,"F","A",104,"DRIVEWAY","511","VERBAL THREAT","IC","Invest Cont","13300    MULHOLLAND                   DR","N/A",34.1296,-118.422
200319479,"2020-10-27","2020-10-27",420,3,"Southwest",318,1,320,"BURGLARY, ATTEMPTED","1822 0344 1601 1607 0202 0209 0311 0329",19,"X","X",248,"CELL PHONE STORE","N/A","N/A","IC","Invest Cont","2300 S  HOOVER                       ST","N/A",34.0348,-118.288
202016652,"2020-10-31","2020-10-31",1915,20,"Olympic",2033,1,330,"BURGLARY FROM VEHICLE","0344 1822 1307",24,"M","A",101,"STREET","N/A","N/A","IC","Invest Cont","S  HOBART                       BL","W  8TH                          ST",34.0577,-118.305
201200968,"2020-10-30","2020-10-30",1500,12,"77th Street",1267,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 1822 1019 0319 0431",41,"M","B",210,"RESTAURANT/FAST FOOD","512","MACE/PEPPER SPRAY","IC","Invest Cont","500 W  MANCHESTER                   AV","N/A",33.9622,-118.285
200120359,"2020-10-31","2020-10-31",1730,1,"Central",139,1,761,"BRANDISH WEAPON","0334 2000 1814 0329 1414 0913",30,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","200","KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont","100 S  SANTA FE                     AV","N/A",34.048,-118.233
201819944,"2020-11-02","2020-11-02",1100,18,"Southeast",1831,1,350,"THEFT, PERSON","1822 0344 2023 1206 1202",62,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","500 W  EL SEGUNDO                   BL","N/A",33.9201,-118.287
201419675,"2020-11-03","2020-11-03",2005,14,"Pacific",1412,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1402 1814 2004 1218 0913",38,"M","B",117,"BEACH","205","KITCHEN KNIFE","AO","Adult Other","00    ROSE                         AV","N/A",33.9946,-118.48
201419824,"2020-11-06","2020-11-01",1900,14,"Pacific",1415,1,310,"BURGLARY","344",38,"F","W",707,"GARAGE/CARPORT","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","1500    PENMAR                       AV","N/A",34.0037,-118.458
202115166,"2020-06-30","2020-05-21",1730,21,"Topanga",2189,2,625,"OTHER ASSAULT","447",60,"F","W",109,"PARK/PLAYGROUND","500","UNKNOWN WEAPON/OTHER WEAPON","JO","Juv Other","20800 W  VENTURA                      BL","N/A",34.1664,-118.586
210306319,"2021-02-18","2021-02-17",2200,3,"Southwest",375,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 2000 0416 0446 1813 1814 1243",44,"F","H",101,"STREET","113","SIMULATED GUN","IC","Invest Cont","1600 W  39TH                         PL","N/A",34.0137,-118.309
200120080,"2020-10-27","2020-10-27",1340,1,"Central",163,1,761,"BRANDISH WEAPON","0334 0443 1309 1822 1414 0907",48,"M","O",102,"SIDEWALK","106","UNKNOWN FIREARM","IC","Invest Cont","8TH                          ST","BROADWAY",34.0437,-118.255
211207732,"2021-02-22","2021-02-21",2230,12,"77th Street",1219,1,330,"BURGLARY FROM VEHICLE","0344 1601",26,"M","H",102,"SIDEWALK","N/A","N/A","IC","Invest Cont","S  FIGUEROA                     ST","W  53RD                         ST",33.9942,-118.283
200715733,"2020-11-04","2020-10-23",1230,7,"Wilshire",743,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0394 1822 0344",26,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","800    ALANDELE                     AV","N/A",34.0575,-118.359
202014488,"2020-09-09","2020-09-08",1500,20,"Olympic",2013,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906 0913 1820",20,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","AO","Adult Other","100 N  SERRANO                      AV","N/A",34.0737,-118.307
200216985,"2020-11-01","2020-11-01",2000,2,"Rampart",235,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 2000 1814 0444 1310 0447 0400",31,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","200 S  PARK VIEW                    ST","N/A",34.0658,-118.275
202016850,"2020-11-07","2020-11-06",200,20,"Olympic",2002,2,822,"HUMAN TRAFFICKING - COMMERCIAL SEX ACTS","0943 1259",16,"F","X",101,"STREET","N/A","N/A","AA","Adult Arrest","ROSEWOOD","WESTERN",34.0793,-118.309
201715235,"2020-11-11","2020-11-11",50,17,"Devonshire",1761,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0431 0329 1218 1822",32,"M","W",102,"SIDEWALK","512","MACE/PEPPER SPRAY","IC","Invest Cont","9100    ETON                         AV","N/A",34.2355,-118.594
200715923,"2020-11-12","2020-11-12",100,7,"Wilshire",701,2,624,"BATTERY - SIMPLE ASSAULT","1408 0401",32,"F","W",210,"RESTAURANT/FAST FOOD","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","700 N  LA CIENEGA                   BL","N/A",34.0839,-118.377
202115509,"2020-10-31","2020-10-31",715,21,"Topanga",2126,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","325",50,"M","W",401,"MINI-MART","N/A","N/A","AO","Adult Other","20900    ROSCOE                       BL","N/A",34.2199,-118.589
202115922,"2020-11-13","2020-11-12",1830,21,"Topanga",2138,1,310,"BURGLARY","1609 0344 0375",50,"M","W",219,"CLEANER/LAUNDROMAT","N/A","N/A","IC","Invest Cont","20400    SHERMAN                      WY","N/A",34.2011,-118.579
200217214,"2020-11-09","2020-11-09",910,2,"Rampart",202,2,624,"BATTERY - SIMPLE ASSAULT","1402 0448 0400 1822 0305",19,"M","H",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","1000 N  VERMONT                      AV","N/A",34.0898,-118.292
202115883,"2020-11-12","2020-11-12",1435,21,"Topanga",2138,1,320,"BURGLARY, ATTEMPTED","1609",39,"M","W",501,"SINGLE FAMILY DWELLING","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","20400    RUNNYMEDE                    ST","N/A",34.2059,-118.578
200120744,"2020-11-08","2020-11-08",25,1,"Central",185,1,761,"BRANDISH WEAPON","0334 1822 1402 1407 1100 0319 0906 1309 0329 0371",33,"M","W",102,"SIDEWALK","102","HAND GUN","IC","Invest Cont","1100 S  BROADWAY","N/A",34.0389,-118.26
200617994,"2020-11-14","2020-11-14",700,6,"Hollywood",625,2,624,"BATTERY - SIMPLE ASSAULT","1822 0431 0400",31,"M","H",203,"OTHER BUSINESS","503","CAUSTIC CHEMICAL/POISON","IC","Invest Cont","2700    CAHUENGA                     BL","N/A",34.1172,-118.338
200714681,"2020-10-08","2020-10-08",1600,7,"Wilshire",765,2,901,"VIOLATION OF RESTRAINING ORDER","0913 1501",28,"F","H",108,"PARKING LOT","N/A","N/A","AO","Adult Other","4900 W  PICO                         BL","N/A",34.048,-118.344
200715941,"2020-11-13","2020-11-12",1120,7,"Wilshire",774,2,662,"BUNCO, GRAND THEFT","1822 0800 0344",49,"F","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1600 S  MANSFIELD                    AV","N/A",34.0455,-118.347
200715985,"2020-11-14","2020-11-14",945,7,"Wilshire",765,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 0344 1822",32,"M","H",406,"OTHER STORE","N/A","N/A","IC","Invest Cont","4500 W  PICO                         BL","N/A",34.0485,-118.333
200414752,"2020-11-10","2020-11-10",910,4,"Hollenbeck",429,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED","0329 1202",74,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","5500    ALLAN                        ST","N/A",34.0865,-118.165
201015222,"2020-11-19","2020-09-26",5,10,"West Valley",1011,2,354,"THEFT OF IDENTITY","1822 0930",29,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7500    BECKFORD                     AV","N/A",34.2065,-118.551
200500766,"2020-08-15","2020-08-15",1700,5,"Harbor",589,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0416 0448 1402",47,"F","H",503,"HOTEL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","2800    VIA CABRILLO MARINA","N/A",33.7175,-118.283
201820912,"2020-11-21","2020-11-21",1400,18,"Southeast",1861,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 1814 0356 0416",29,"F","B",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","11800 S  FIGUEROA                     ST","N/A",33.9274,-118.287
201820843,"2020-11-18","2020-11-18",1840,18,"Southeast",1842,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329 0216 1202",66,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","505","EXPLOXIVE DEVICE","IC","Invest Cont","200 E  110TH                        ST","N/A",33.9357,-118.271
202015893,"2020-10-14","2020-10-14",1200,20,"Olympic",2024,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 2000 0446 0416",48,"F","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","WILSHIRE","HARVARD",34.0617,-118.304
201517829,"2020-11-22","2020-11-14",1700,15,"N Hollywood",1557,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1300",41,"M","W",104,"DRIVEWAY","N/A","N/A","IC","Invest Cont","10800    OTSEGO                       ST","N/A",34.1626,-118.368
200412701,"2020-09-12","2020-09-12",1730,4,"Hollenbeck",457,2,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","0400 1251 1259 0913 0448 0419",17,"F","H",504,"OTHER RESIDENCE","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","2800    CINCINNATI                   ST","N/A",34.0444,-118.2
201014395,"2020-10-24","2020-10-24",1130,10,"West Valley",1015,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1309 0913 1804 1218 0416 0429 0445",49,"M","H",108,"PARKING LOT","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","SHERMAN","ETIWANDA",34.2012,-118.532
201420548,"2020-11-19","2020-11-18",2015,14,"Pacific",1424,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300",56,"F","W",101,"STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","3300    GRANVILLE                    AV","N/A",34.0149,-118.434
200217585,"2020-11-18","2020-11-17",2200,2,"Rampart",291,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1307 0329",37,"M","H",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","1400    ALVARADO                     TR","N/A",34.045,-118.282
201714826,"2020-10-28","2020-10-28",1225,17,"Devonshire",1764,1,761,"BRANDISH WEAPON","1202 0562 0334 0443 0913 0602 1300",64,"M","W",501,"SINGLE FAMILY DWELLING","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","19700    PLUMMER                      ST","N/A",34.2427,-118.563
200618275,"2020-11-19","2020-11-17",1345,6,"Hollywood",643,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344 0394",52,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","7300    HOLLYWOOD                    BL","N/A",34.1016,-118.35
201420806,"2020-11-21","2020-11-15",1900,14,"Pacific",1409,1,330,"BURGLARY FROM VEHICLE","0344 1300",26,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","3600    FARIS                        DR","N/A",34.0278,-118.4
201420735,"2020-11-24","2020-08-05",1200,14,"Pacific",1466,2,354,"THEFT OF IDENTITY","377",84,"M","W",710,"OTHER PREMISE","N/A","N/A","IC","Invest Cont","7100    KENTWOOD                     AV","N/A",33.9778,-118.402
200618601,"2020-11-29","2020-11-29",1905,6,"Hollywood",615,1,320,"BURGLARY, ATTEMPTED","1822 1609",38,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","3100    HOLLYCREST                   DR","N/A",34.1277,-118.345
201201001,"2020-11-24","2020-11-24",1130,12,"77th Street",1267,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1310 1100 1402 1407 0430 1309 1313 0906",11,"M","B",101,"STREET","102","HAND GUN","IC","Invest Cont","500 W  84TH                         ST","N/A",33.9622,-118.283
210306415,"2021-02-20","2021-02-20",100,3,"Southwest",363,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0400 0913 1243 1813 1814 2000",21,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","4000    PALMWOOD                     DR","N/A",34.0132,-118.342
202017729,"2020-11-28","2020-11-28",1100,20,"Olympic",2036,2,946,"OTHER MISCELLANEOUS CRIME","1822 1300",27,"F","H",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","700 S  NEW HAMPSHIRE                AV","N/A",34.058,-118.293
201420785,"2020-11-24","2020-11-24",1200,14,"Pacific",1458,1,310,"BURGLARY","0344 1218 2004",53,"F","W",109,"PARK/PLAYGROUND","N/A","N/A","IC","Invest Cont","5000 S  SLAUSON                      AV","N/A",33.9954,-118.41
200716519,"2020-11-29","2020-11-29",1845,7,"Wilshire",759,2,624,"BATTERY - SIMPLE ASSAULT","444",37,"F","B",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1100 S  NORTON                       AV","N/A",34.0476,-118.324
201917389,"2020-11-26","2020-11-25",1900,19,"Mission",1902,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","385",28,"F","H",101,"STREET","N/A","N/A","IC","Invest Cont","FOOTHILL","CAMBRIA",34.3232,-118.452
200716560,"2020-12-01","2020-12-01",406,7,"Wilshire",721,2,946,"OTHER MISCELLANEOUS CRIME","0921 2035 1519",48,"M","B",503,"HOTEL","N/A","N/A","IC","Invest Cont","300 S  DOHENY                       DR","N/A",34.0732,-118.39
201421021,"2020-11-25","2020-11-25",2325,14,"Pacific",1445,1,480,"BIKE - STOLEN","344",31,"F","W",140,"BALCONY*","N/A","N/A","IC","Invest Cont","CASWELL","FRANCES",33.9994,-118.435
201421114,"2020-12-02","2020-11-30",1800,14,"Pacific",1488,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 0385 1300",40,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","8600    BELFORD                      AV","N/A",33.9593,-118.384
202116276,"2020-11-24","2020-11-23",245,21,"Topanga",2157,1,310,"BURGLARY","0344 1612",21,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","21200    KITTRIDGE                    ST","N/A",34.1913,-118.594
201821532,"2020-12-02","2020-11-30",1600,18,"Southeast",1846,1,210,"ROBBERY","0344 1822 1300 0416 0337 0432 0371",58,"M","B",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","114TH","PARMELEE",33.9315,-118.25
200320104,"2020-11-07","2020-11-04",1600,3,"Southwest",318,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1402 1501 1202",79,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","AO","Adult Other","1100 W  ADAMS                        BL","N/A",34.0348,-118.288
200716569,"2020-12-01","2020-12-01",600,7,"Wilshire",736,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 0321",38,"M","O",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","400 S  DETROIT                      ST","N/A",34.0649,-118.345
201812298,"2020-06-08","2020-06-08",1530,18,"Southeast",1822,2,624,"BATTERY - SIMPLE ASSAULT","0913 1202 0416 0319 0429 0444 0446",63,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","10200 S  BROADWAY","N/A",33.9434,-118.278
211704151,"2021-01-06","2021-01-06",300,17,"Devonshire",1787,2,625,"OTHER ASSAULT","0913 1814 2000 0417",37,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","17700    LASSEN                       ST","N/A",34.2504,-118.521
210204817,"2021-01-22","2021-01-21",2030,2,"Rampart",237,2,666,"BUNCO, ATTEMPT","0940 1822 0701",25,"F","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1200 W  3RD                          ST","N/A",34.0569,-118.258
201219702,"2020-08-31","2020-08-31",945,12,"77th Street",1265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1258 0302 0450 0361 1309 0914 0913",7,"F","B",101,"STREET","109","SEMI-AUTOMATIC PISTOL","AA","Adult Arrest","1300 W  84TH                         ST","N/A",33.9625,-118.299
210207160,"2021-03-21","2021-03-21",20,2,"Rampart",219,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 1218 2004 0411 0400 1822",36,"M","B",102,"SIDEWALK","218","OTHER CUTTING INSTRUMENT","IC","Invest Cont","TEMPLE","BEAUDRY",34.0636,-118.252
210905611,"2021-02-10","2021-02-09",1030,9,"Van Nuys",935,2,625,"OTHER ASSAULT","1501 0356",42,"M","W",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","TYRONE","BESSEMER",34.1809,-118.444
211806297,"2021-02-14","2021-02-13",2030,18,"Southeast",1861,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1822 0344 0386 0321 1300 1302",28,"F","B",121,"YARD (RESIDENTIAL/BUSINESS)","N/A","N/A","IC","Invest Cont","11800    ORCHARD                      AV","N/A",33.9237,-118.288
200917409,"2020-11-18","2020-11-18",1220,9,"Van Nuys",948,1,310,"BURGLARY","0358 0561 1202 1414 0321 0329",72,"M","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","AO","Adult Other","5700    ALLOTT                       AV","N/A",34.174,-118.428
200306751,"2020-02-16","2020-02-16",100,3,"Southwest",395,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0342 1309 1311 0416 0446 0417 1414",19,"F","B",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","1700 W  MARTIN LUTHER KING JR        BL","N/A",34.0109,-118.309
